Entity,Code,Year,Rapeseed | 00000270 || Production | 005510 || tonnes
Oceania (FAO),,2003,874827
Oceania (FAO),,2004,1707117
Oceania (FAO),,2005,1545769
Oceania (FAO),,2006,1421859
Oceania (FAO),,2007,575325
Oceania (FAO),,2008,1216256
Oceania (FAO),,2009,1847377
Oceania (FAO),,2010,1910344
Oceania (FAO),,2011,2361730
Oceania (FAO),,2012,3430213
Oceania (FAO),,2013,4144574
Oceania (FAO),,2014,3834704
Oceania (FAO),,2015,3541713
Oceania (FAO),,2016,2777876
Oceania (FAO),,2017,4315478
Oceania (FAO),,2018,3895183
Oceania (FAO),,2019,2368091
Oceania (FAO),,2020,2300733
Pakistan,PAK,1961,214380
Pakistan,PAK,1962,205230
Pakistan,PAK,1963,257050
Pakistan,PAK,1964,211330
Pakistan,PAK,1965,215390
Pakistan,PAK,1966,181860
Pakistan,PAK,1967,203200
Pakistan,PAK,1968,274320
Pakistan,PAK,1969,228000
Pakistan,PAK,1970,249900
Pakistan,PAK,1971,269240
Pakistan,PAK,1972,300740
Pakistan,PAK,1973,286850
Pakistan,PAK,1974,292622
Pakistan,PAK,1975,247960
Pakistan,PAK,1976,267320
Pakistan,PAK,1977,296394
Pakistan,PAK,1978,236100
Pakistan,PAK,1979,248200
Pakistan,PAK,1980,247100
Pakistan,PAK,1981,252500
Pakistan,PAK,1982,238800
Pakistan,PAK,1983,246000
Pakistan,PAK,1984,217000
Pakistan,PAK,1985,234800
Pakistan,PAK,1986,249900
Pakistan,PAK,1987,213200
Pakistan,PAK,1988,204200
Pakistan,PAK,1989,249000
Pakistan,PAK,1990,233100
Pakistan,PAK,1991,228300
Pakistan,PAK,1992,219700
Pakistan,PAK,1993,206900
Pakistan,PAK,1994,197400
Pakistan,PAK,1995,229400
Pakistan,PAK,1996,254500
Pakistan,PAK,1997,285600
Pakistan,PAK,1998,291500
Pakistan,PAK,1999,281100
Pakistan,PAK,2000,289500
Pakistan,PAK,2001,230600
Pakistan,PAK,2002,221200
Pakistan,PAK,2003,235000
Pakistan,PAK,2004,238100
Pakistan,PAK,2005,215000
Pakistan,PAK,2006,180800
Pakistan,PAK,2007,221000
Pakistan,PAK,2008,185100
Pakistan,PAK,2009,198900
Pakistan,PAK,2010,162200
Pakistan,PAK,2011,194800
Pakistan,PAK,2012,178800
Pakistan,PAK,2013,220318
Pakistan,PAK,2014,220173
Pakistan,PAK,2015,211432
Pakistan,PAK,2016,200200
Pakistan,PAK,2017,196003
Pakistan,PAK,2018,260523
Pakistan,PAK,2019,342650
Pakistan,PAK,2020,565792
Paraguay,PRY,2000,8600
Paraguay,PRY,2001,6000
Paraguay,PRY,2002,6000
Paraguay,PRY,2003,10000
Paraguay,PRY,2004,45000
Paraguay,PRY,2005,80000
Paraguay,PRY,2006,62158
Paraguay,PRY,2007,80000
Paraguay,PRY,2008,49854
Paraguay,PRY,2009,48161
Paraguay,PRY,2010,102000
Paraguay,PRY,2011,101217
Paraguay,PRY,2012,110500
Paraguay,PRY,2013,105000
Paraguay,PRY,2014,112000
Paraguay,PRY,2015,107000
Paraguay,PRY,2016,116000
Paraguay,PRY,2017,107000
Paraguay,PRY,2018,36000
Paraguay,PRY,2019,60000
Paraguay,PRY,2020,67096
Poland,POL,1961,257000
Poland,POL,1962,361000
Poland,POL,1963,227000
Poland,POL,1964,267000
Poland,POL,1965,504000
Poland,POL,1966,448000
Poland,POL,1967,651000
Poland,POL,1968,512000
Poland,POL,1969,204000
Poland,POL,1970,566000
Poland,POL,1971,595000
Poland,POL,1972,430000
Poland,POL,1973,512000
Poland,POL,1974,523000
Poland,POL,1975,726235
Poland,POL,1976,979835
Poland,POL,1977,707991
Poland,POL,1978,691242
Poland,POL,1979,234221
Poland,POL,1980,572232
Poland,POL,1981,495377
Poland,POL,1982,433531
Poland,POL,1983,555440
Poland,POL,1984,910634
Poland,POL,1985,1072503
Poland,POL,1986,1298190
Poland,POL,1987,1186096
Poland,POL,1988,1199333
Poland,POL,1989,1585810
Poland,POL,1990,1206035
Poland,POL,1991,1042744
Poland,POL,1992,758188
Poland,POL,1993,594428
Poland,POL,1994,755695
Poland,POL,1995,1376599
Poland,POL,1996,449305
Poland,POL,1997,594899
Poland,POL,1998,1099084
Poland,POL,1999,1131867
Poland,POL,2000,958145
Poland,POL,2001,1063638
Poland,POL,2002,952737
Poland,POL,2003,792971
Poland,POL,2004,1632919
Poland,POL,2005,1449756
Poland,POL,2006,1651525
Poland,POL,2007,2129873
Poland,POL,2008,2105840
Poland,POL,2009,2496825
Poland,POL,2010,2228676
Poland,POL,2011,1861807
Poland,POL,2012,1865598
Poland,POL,2013,2677665
Poland,POL,2014,3275806
Poland,POL,2015,2700776
Poland,POL,2016,2219270
Poland,POL,2017,2697265
Poland,POL,2018,2105610
Poland,POL,2019,2268850
Poland,POL,2020,2987460
Romania,ROU,1961,5500
Romania,ROU,1962,100
Romania,ROU,1963,100
Romania,ROU,1964,600
Romania,ROU,1965,7000
Romania,ROU,1966,3000
Romania,ROU,1967,6000
Romania,ROU,1968,200
Romania,ROU,1969,1400
Romania,ROU,1970,2500
Romania,ROU,1971,3600
Romania,ROU,1972,3300
Romania,ROU,1973,9700
Romania,ROU,1974,13300
Romania,ROU,1975,17300
Romania,ROU,1976,10900
Romania,ROU,1977,5700
Romania,ROU,1978,11100
Romania,ROU,1979,11200
Romania,ROU,1980,18900
Romania,ROU,1981,14200
Romania,ROU,1982,12700
Romania,ROU,1983,21900
Romania,ROU,1984,56500
Romania,ROU,1985,35000
Romania,ROU,1986,13300
Romania,ROU,1987,7700
Romania,ROU,1988,12500
Romania,ROU,1989,18000
Romania,ROU,1990,10900
Romania,ROU,1991,8764
Romania,ROU,1992,1372
Romania,ROU,1993,1355
Romania,ROU,1994,322
Romania,ROU,1995,357
Romania,ROU,1996,1867
Romania,ROU,1997,11646
Romania,ROU,1998,28742
Romania,ROU,1999,108221
Romania,ROU,2000,76126
Romania,ROU,2001,101789
Romania,ROU,2002,35906
Romania,ROU,2003,8080
Romania,ROU,2004,98661
Romania,ROU,2005,147566
Romania,ROU,2006,175050
Romania,ROU,2007,361500
Romania,ROU,2008,673033
Romania,ROU,2009,569611
Romania,ROU,2010,943033
Romania,ROU,2011,738971
Romania,ROU,2012,157511
Romania,ROU,2013,666097
Romania,ROU,2014,1059121
Romania,ROU,2015,919473
Romania,ROU,2016,1292779
Romania,ROU,2017,1673327
Romania,ROU,2018,1610910
Romania,ROU,2019,798220
Romania,ROU,2020,780160
Russia,RUS,1992,164470
Russia,RUS,1993,96530
Russia,RUS,1994,122290
Russia,RUS,1995,123420
Russia,RUS,1996,134535
Russia,RUS,1997,103747
Russia,RUS,1998,124727
Russia,RUS,1999,135132
Russia,RUS,2000,148746
Russia,RUS,2001,113201
Russia,RUS,2002,115333
Russia,RUS,2003,191888
Russia,RUS,2004,276842
Russia,RUS,2005,304238
Russia,RUS,2006,522093
Russia,RUS,2007,630325
Russia,RUS,2008,752200
Russia,RUS,2009,666841
Russia,RUS,2010,670082
Russia,RUS,2011,956378
Russia,RUS,2012,945132
Russia,RUS,2013,1259185
Russia,RUS,2014,1337940
Russia,RUS,2015,1012206
Russia,RUS,2016,1000827
Russia,RUS,2017,1510324
Russia,RUS,2018,1988697
Russia,RUS,2019,2060320
Russia,RUS,2020,2572492
Serbia,SRB,2006,7595
Serbia,SRB,2007,29825
Serbia,SRB,2008,51907
Serbia,SRB,2009,44300
Serbia,SRB,2010,24399
Serbia,SRB,2011,44531
Serbia,SRB,2012,20076
Serbia,SRB,2013,26992
Serbia,SRB,2014,31419
Serbia,SRB,2015,33402
Serbia,SRB,2016,39404
Serbia,SRB,2017,48740
Serbia,SRB,2018,135422
Serbia,SRB,2019,84311
Serbia,SRB,2020,73668
Serbia and Montenegro,OWID_SRM,1992,2000
Serbia and Montenegro,OWID_SRM,1993,2000
Serbia and Montenegro,OWID_SRM,1994,5000
Serbia and Montenegro,OWID_SRM,1995,10000
Serbia and Montenegro,OWID_SRM,1996,21000
Serbia and Montenegro,OWID_SRM,1997,9000
Serbia and Montenegro,OWID_SRM,1998,2000
Serbia and Montenegro,OWID_SRM,1999,2155
Serbia and Montenegro,OWID_SRM,2000,10467
Serbia and Montenegro,OWID_SRM,2001,5479
Serbia and Montenegro,OWID_SRM,2002,6311
Serbia and Montenegro,OWID_SRM,2003,3809
Serbia and Montenegro,OWID_SRM,2004,4531
Serbia and Montenegro,OWID_SRM,2005,3333
Slovakia,SVK,1993,58002
Slovakia,SVK,1994,94221
Slovakia,SVK,1995,148656
Slovakia,SVK,1996,142709
Slovakia,SVK,1997,196420
Slovakia,SVK,1998,113446
Slovakia,SVK,1999,237120
Slovakia,SVK,2000,133844
Slovakia,SVK,2001,240629
Slovakia,SVK,2002,257307
Slovakia,SVK,2003,52962
Slovakia,SVK,2004,262660
Slovakia,SVK,2005,235066
Slovakia,SVK,2006,259650
Slovakia,SVK,2007,321100
Slovakia,SVK,2008,424444
Slovakia,SVK,2009,386691
Slovakia,SVK,2010,322452
Slovakia,SVK,2011,332155
Slovakia,SVK,2012,212632
Slovakia,SVK,2013,373960
Slovakia,SVK,2014,448858
Slovakia,SVK,2015,320626
Slovakia,SVK,2016,430549
Slovakia,SVK,2017,448665
Slovakia,SVK,2018,485290
Slovakia,SVK,2019,422230
Slovakia,SVK,2020,445720
Slovenia,SVN,1992,5021
Slovenia,SVN,1993,3926
Slovenia,SVN,1994,5203
Slovenia,SVN,1995,732
Slovenia,SVN,1996,327
Slovenia,SVN,1997,121
Slovenia,SVN,1998,155
Slovenia,SVN,1999,450
Slovenia,SVN,2000,305
Slovenia,SVN,2001,1156
Slovenia,SVN,2002,5179
Slovenia,SVN,2003,4831
Slovenia,SVN,2004,5418
Slovenia,SVN,2005,5352
Slovenia,SVN,2006,4991
Slovenia,SVN,2007,14740
Slovenia,SVN,2008,10949
Slovenia,SVN,2009,9845
Slovenia,SVN,2010,15522
Slovenia,SVN,2011,13948
Slovenia,SVN,2012,16692
Slovenia,SVN,2013,15113
Slovenia,SVN,2014,19883
Slovenia,SVN,2015,3643
Slovenia,SVN,2016,8590
Slovenia,SVN,2017,8999
Slovenia,SVN,2018,7660
Slovenia,SVN,2019,9450
Slovenia,SVN,2020,8540
South Africa,ZAF,1992,400
South Africa,ZAF,1993,1000
South Africa,ZAF,1994,4596
South Africa,ZAF,1995,16000
South Africa,ZAF,1996,12600
South Africa,ZAF,1997,14800
South Africa,ZAF,1998,25000
South Africa,ZAF,1999,23000
South Africa,ZAF,2000,20300
South Africa,ZAF,2001,25750
South Africa,ZAF,2002,33970
South Africa,ZAF,2003,40770
South Africa,ZAF,2004,32000
South Africa,ZAF,2005,44200
South Africa,ZAF,2006,36500
South Africa,ZAF,2007,38150
South Africa,ZAF,2008,30800
South Africa,ZAF,2009,40350
South Africa,ZAF,2010,36900
South Africa,ZAF,2011,58800
South Africa,ZAF,2012,79000
South Africa,ZAF,2013,112000
South Africa,ZAF,2014,121000
South Africa,ZAF,2015,93000
South Africa,ZAF,2016,105000
South Africa,ZAF,2017,93469
South Africa,ZAF,2018,103950
South Africa,ZAF,2019,95000
South Africa,ZAF,2020,166956
South America,,1961,40580
South America,,1962,33050
South America,,1963,54690
South America,,1964,63580
South America,,1965,77435
South America,,1966,79053
South America,,1967,61860
South America,,1968,49649
South America,,1969,65672
South America,,1970,71397
South America,,1971,84797
South America,,1972,79320
South America,,1973,40972
South America,,1974,35200
South America,,1975,61543
South America,,1976,105240
South America,,1977,84680
South America,,1978,55020
South America,,1979,70168
South America,,1980,99522
South America,,1981,40890
South America,,1982,30220
South America,,1983,14942
South America,,1984,15090
South America,,1985,42912
South America,,1986,108103
South America,,1987,109239
South America,,1988,135901
South America,,1989,146143
South America,,1990,80199
South America,,1991,83680
South America,,1992,128761
South America,,1993,66957
South America,,1994,46294
South America,,1995,55669
South America,,1996,52751
South America,,1997,46407
South America,,1998,80134
South America,,1999,106912
South America,,2000,103345
South America,,2001,130750
South America,,2002,66820
South America,,2003,96991
South America,,2004,140785
South America,,2005,193050
South America,,2006,167498
South America,,2007,180138
South America,,2008,188855
South America,,2009,238829
South America,,2010,242149
South America,,2011,265018
South America,,2012,364763
South America,,2013,458197
South America,,2014,431231
South America,,2015,526238
South America,,2016,496397
South America,,2017,442031
South America,,2018,392230
South America,,2019,418707
South America,,2020,410443
South America (FAO),,1961,40580
South America (FAO),,1962,33050
South America (FAO),,1963,54690
South America (FAO),,1964,63580
South America (FAO),,1965,77435
South America (FAO),,1966,79053
South America (FAO),,1967,61860
South America (FAO),,1968,49649
South America (FAO),,1969,65672
South America (FAO),,1970,71397
South America (FAO),,1971,84797
South America (FAO),,1972,79320
South America (FAO),,1973,40972
South America (FAO),,1974,35200
South America (FAO),,1975,61543
South America (FAO),,1976,105240
South America (FAO),,1977,84680
South America (FAO),,1978,55020
South America (FAO),,1979,70168
South America (FAO),,1980,99522
South America (FAO),,1981,40890
South America (FAO),,1982,30220
South America (FAO),,1983,14942
South America (FAO),,1984,15090
South America (FAO),,1985,42912
South America (FAO),,1986,108103
South America (FAO),,1987,109239
South America (FAO),,1988,135901
South America (FAO),,1989,146143
South America (FAO),,1990,80199
South America (FAO),,1991,83680
South America (FAO),,1992,128761
South America (FAO),,1993,66957
South America (FAO),,1994,46294
South America (FAO),,1995,55669
South America (FAO),,1996,52751
South America (FAO),,1997,46407
South America (FAO),,1998,80134
South America (FAO),,1999,106912
South America (FAO),,2000,103345
South America (FAO),,2001,130750
South America (FAO),,2002,66820
South America (FAO),,2003,96991
South America (FAO),,2004,140785
South America (FAO),,2005,193050
South America (FAO),,2006,167498
South America (FAO),,2007,180138
South America (FAO),,2008,188855
South America (FAO),,2009,238829
South America (FAO),,2010,242149
South America (FAO),,2011,265018
South America (FAO),,2012,364763
South America (FAO),,2013,458197
South America (FAO),,2014,431231
South America (FAO),,2015,526238
South America (FAO),,2016,496397
South America (FAO),,2017,442031
South America (FAO),,2018,392230
South America (FAO),,2019,418707
South America (FAO),,2020,410443
South Korea,KOR,1961,1262
South Korea,KOR,1962,5309
South Korea,KOR,1963,1814
South Korea,KOR,1964,5153
South Korea,KOR,1965,6021
South Korea,KOR,1966,12160
South Korea,KOR,1967,17669
South Korea,KOR,1968,20989
South Korea,KOR,1969,31181
South Korea,KOR,1970,25070
South Korea,KOR,1971,36873
South Korea,KOR,1972,20522
South Korea,KOR,1973,18022
South Korea,KOR,1974,33909
South Korea,KOR,1975,34666
South Korea,KOR,1976,35137
South Korea,KOR,1977,34644
South Korea,KOR,1978,21743
South Korea,KOR,1979,22836
South Korea,KOR,1980,26476
South Korea,KOR,1981,25783
South Korea,KOR,1982,20417
South Korea,KOR,1983,8255
South Korea,KOR,1984,8488
South Korea,KOR,1985,6205
South Korea,KOR,1986,6571
South Korea,KOR,1987,7803
South Korea,KOR,1988,7520
South Korea,KOR,1989,6753
South Korea,KOR,1990,6847
South Korea,KOR,1991,5113
South Korea,KOR,1992,3046
South Korea,KOR,1993,2773
South Korea,KOR,1994,3024
South Korea,KOR,1995,3883
South Korea,KOR,1996,1846
South Korea,KOR,1997,1065
South Korea,KOR,1998,1152
South Korea,KOR,1999,1945
South Korea,KOR,2000,2737
South Korea,KOR,2001,2030
South Korea,KOR,2002,612
South Korea,KOR,2003,868
South Korea,KOR,2004,1392
South Korea,KOR,2005,1616
South Korea,KOR,2006,739
South Korea,KOR,2007,719
South Korea,KOR,2008,1225
South Korea,KOR,2009,1604
South Korea,KOR,2010,1582
South Korea,KOR,2011,1439
South Korea,KOR,2012,1251
South Korea,KOR,2013,1069
South Korea,KOR,2014,1000
South Korea,KOR,2015,1000
South Korea,KOR,2016,1000
South Korea,KOR,2017,1000
South Korea,KOR,2018,1000
South Korea,KOR,2019,1000
South Korea,KOR,2020,1000
Southern Africa (FAO),,1992,400
Southern Africa (FAO),,1993,1000
Southern Africa (FAO),,1994,4596
Southern Africa (FAO),,1995,16000
Southern Africa (FAO),,1996,12600
Southern Africa (FAO),,1997,14800
Southern Africa (FAO),,1998,25000
Southern Africa (FAO),,1999,23000
Southern Africa (FAO),,2000,20300
Southern Africa (FAO),,2001,25750
Southern Africa (FAO),,2002,33970
Southern Africa (FAO),,2003,40770
Southern Africa (FAO),,2004,32000
Southern Africa (FAO),,2005,44200
Southern Africa (FAO),,2006,36500
Southern Africa (FAO),,2007,38150
Southern Africa (FAO),,2008,30800
Southern Africa (FAO),,2009,40350
Southern Africa (FAO),,2010,36900
Southern Africa (FAO),,2011,58800
Southern Africa (FAO),,2012,79000
Southern Africa (FAO),,2013,112000
Southern Africa (FAO),,2014,121000
Southern Africa (FAO),,2015,93000
Southern Africa (FAO),,2016,105000
Southern Africa (FAO),,2017,93469
Southern Africa (FAO),,2018,103950
Southern Africa (FAO),,2019,95000
Southern Africa (FAO),,2020,166956
Southern Asia (FAO),,1961,1659932
Southern Asia (FAO),,1962,1655878
Southern Asia (FAO),,1963,1665714
Southern Asia (FAO),,1964,1216754
Southern Asia (FAO),,1965,1780830
Southern Asia (FAO),,1966,1576360
Southern Asia (FAO),,1967,1534700
Southern Asia (FAO),,1968,1963920
Southern Asia (FAO),,1969,1704800
Southern Asia (FAO),,1970,1941500
Southern Asia (FAO),,1971,2382740
Southern Asia (FAO),,1972,1847485
Southern Asia (FAO),,1973,2202514
Southern Asia (FAO),,1974,2095992
Southern Asia (FAO),,1975,2615811
Southern Asia (FAO),,1976,2314677
Southern Asia (FAO),,1977,1961364
Southern Asia (FAO),,1978,2019903
Southern Asia (FAO),,1979,2328300
Southern Asia (FAO),,1980,1915100
Southern Asia (FAO),,1981,2770800
Southern Asia (FAO),,1982,2851300
Southern Asia (FAO),,1983,2691200
Southern Asia (FAO),,1984,3078654
Southern Asia (FAO),,1985,3593244
Southern Asia (FAO),,1986,3190965
Southern Asia (FAO),,1987,3046473
Southern Asia (FAO),,1988,3880708
Southern Asia (FAO),,1989,4832743
Southern Asia (FAO),,1990,4575810
Southern Asia (FAO),,1991,5685130
Southern Asia (FAO),,1992,6325240
Southern Asia (FAO),,1993,5251200
Southern Asia (FAO),,1994,5764380
Southern Asia (FAO),,1995,6232765
Southern Asia (FAO),,1996,6499885
Southern Asia (FAO),,1997,7192855
Southern Asia (FAO),,1998,5254556
Southern Asia (FAO),,1999,6202399
Southern Asia (FAO),,2000,6335693
Southern Asia (FAO),,2001,4688476
Southern Asia (FAO),,2002,5598791
Southern Asia (FAO),,2003,4441219
Southern Asia (FAO),,2004,6866185
Southern Asia (FAO),,2005,8234174
Southern Asia (FAO),,2006,8810555
Southern Asia (FAO),,2007,8204770
Southern Asia (FAO),,2008,6426830
Southern Asia (FAO),,2009,7752918
Southern Asia (FAO),,2010,7138128
Southern Asia (FAO),,2011,8781100
Southern Asia (FAO),,2012,7182900
Southern Asia (FAO),,2013,8509317
Southern Asia (FAO),,2014,8539151
Southern Asia (FAO),,2015,7055229
Southern Asia (FAO),,2016,7630627
Southern Asia (FAO),,2017,8827591
Southern Asia (FAO),,2018,9465994
Southern Asia (FAO),,2019,10260050
Southern Asia (FAO),,2020,10388041
Southern Europe (FAO),,1961,17980
Southern Europe (FAO),,1962,12110
Southern Europe (FAO),,1963,10210
Southern Europe (FAO),,1964,11650
Southern Europe (FAO),,1965,12285
Southern Europe (FAO),,1966,12890
Southern Europe (FAO),,1967,10590
Southern Europe (FAO),,1968,11490
Southern Europe (FAO),,1969,13780
Southern Europe (FAO),,1970,15648
Southern Europe (FAO),,1971,24569
Southern Europe (FAO),,1972,20024
Southern Europe (FAO),,1973,18059
Southern Europe (FAO),,1974,17097
Southern Europe (FAO),,1975,19730
Southern Europe (FAO),,1976,29921
Southern Europe (FAO),,1977,48107
Southern Europe (FAO),,1978,82850
Southern Europe (FAO),,1979,105932
Southern Europe (FAO),,1980,85214
Southern Europe (FAO),,1981,79964
Southern Europe (FAO),,1982,93605
Southern Europe (FAO),,1983,115984
Southern Europe (FAO),,1984,138544
Southern Europe (FAO),,1985,150935
Southern Europe (FAO),,1986,180921
Southern Europe (FAO),,1987,167767
Southern Europe (FAO),,1988,132390
Southern Europe (FAO),,1989,122072
Southern Europe (FAO),,1990,145607
Southern Europe (FAO),,1991,89416
Southern Europe (FAO),,1992,68206
Southern Europe (FAO),,1993,66928
Southern Europe (FAO),,1994,126625
Southern Europe (FAO),,1995,184525
Southern Europe (FAO),,1996,237334
Southern Europe (FAO),,1997,183497
Southern Europe (FAO),,1998,152501
Southern Europe (FAO),,1999,154150
Southern Europe (FAO),,2000,137078
Southern Europe (FAO),,2001,110876
Southern Europe (FAO),,2002,67804
Southern Europe (FAO),,2003,54517
Southern Europe (FAO),,2004,63611
Southern Europe (FAO),,2005,67055
Southern Europe (FAO),,2006,52796
Southern Europe (FAO),,2007,138154
Southern Europe (FAO),,2008,182923
Southern Europe (FAO),,2009,228113
Southern Europe (FAO),,2010,190095
Southern Europe (FAO),,2011,242950
Southern Europe (FAO),,2012,161150
Southern Europe (FAO),,2013,256922
Southern Europe (FAO),,2014,286093
Southern Europe (FAO),,2015,292409
Southern Europe (FAO),,2016,441143
Southern Europe (FAO),,2017,420011
Southern Europe (FAO),,2018,536838
Southern Europe (FAO),,2019,398882
Southern Europe (FAO),,2020,469039
Spain,ESP,1969,40
Spain,ESP,1970,10
Spain,ESP,1971,400
Spain,ESP,1972,40
Spain,ESP,1973,220
Spain,ESP,1974,2400
Spain,ESP,1975,3800
Spain,ESP,1976,4000
Spain,ESP,1977,7000
Spain,ESP,1978,9000
Spain,ESP,1979,12000
Spain,ESP,1980,17000
Spain,ESP,1981,14700
Spain,ESP,1982,14700
Spain,ESP,1983,12500
Spain,ESP,1984,9560
Spain,ESP,1985,12216
Spain,ESP,1986,6161
Spain,ESP,1987,11527
Spain,ESP,1988,13756
Spain,ESP,1989,17660
Spain,ESP,1990,29744
Spain,ESP,1991,17100
Spain,ESP,1992,12823
Spain,ESP,1993,16809
Spain,ESP,1994,55717
Spain,ESP,1995,51100
Spain,ESP,1996,108000
Spain,ESP,1997,98596
Spain,ESP,1998,71900
Spain,ESP,1999,57200
Spain,ESP,2000,49600
Spain,ESP,2001,44100
Spain,ESP,2002,10787
Spain,ESP,2003,5752
Spain,ESP,2004,8760
Spain,ESP,2005,4113
Spain,ESP,2006,7926
Spain,ESP,2007,34700
Spain,ESP,2008,20810
Spain,ESP,2009,34663
Spain,ESP,2010,35500
Spain,ESP,2011,63902
Spain,ESP,2012,53447
Spain,ESP,2013,107700
Spain,ESP,2014,104262
Spain,ESP,2015,149198
Spain,ESP,2016,225165
Spain,ESP,2017,153665
Spain,ESP,2018,179980
Spain,ESP,2019,144770
Spain,ESP,2020,196100
Sweden,SWE,1961,117890
Sweden,SWE,1962,145890
Sweden,SWE,1963,102830
Sweden,SWE,1964,181120
Sweden,SWE,1965,216460
Sweden,SWE,1966,95010
Sweden,SWE,1967,245660
Sweden,SWE,1968,262920
Sweden,SWE,1969,208100
Sweden,SWE,1970,192210
Sweden,SWE,1971,253730
Sweden,SWE,1972,327660
Sweden,SWE,1973,338680
Sweden,SWE,1974,351210
Sweden,SWE,1975,326560
Sweden,SWE,1976,278740
Sweden,SWE,1977,267250
Sweden,SWE,1978,327530
Sweden,SWE,1979,297100
Sweden,SWE,1980,322920
Sweden,SWE,1981,319140
Sweden,SWE,1982,369000
Sweden,SWE,1983,373000
Sweden,SWE,1984,381700
Sweden,SWE,1985,370800
Sweden,SWE,1986,373500
Sweden,SWE,1987,250200
Sweden,SWE,1988,287000
Sweden,SWE,1989,422100
Sweden,SWE,1990,422000
Sweden,SWE,1991,289000
Sweden,SWE,1992,283000
Sweden,SWE,1993,361000
Sweden,SWE,1994,214000
Sweden,SWE,1995,196100
Sweden,SWE,1996,132900
Sweden,SWE,1997,121000
Sweden,SWE,1998,123500
Sweden,SWE,1999,162100
Sweden,SWE,2000,121500
Sweden,SWE,2001,106000
Sweden,SWE,2002,159200
Sweden,SWE,2003,129500
Sweden,SWE,2004,227500
Sweden,SWE,2005,198200
Sweden,SWE,2006,220400
Sweden,SWE,2007,222400
Sweden,SWE,2008,259400
Sweden,SWE,2009,298400
Sweden,SWE,2010,276200
Sweden,SWE,2011,247500
Sweden,SWE,2012,317800
Sweden,SWE,2013,327500
Sweden,SWE,2014,322700
Sweden,SWE,2015,359000
Sweden,SWE,2016,268100
Sweden,SWE,2017,362700
Sweden,SWE,2018,217700
Sweden,SWE,2019,381500
Sweden,SWE,2020,339300
Switzerland,CHE,1961,9100
Switzerland,CHE,1962,12485
Switzerland,CHE,1963,11692
Switzerland,CHE,1964,12832
Switzerland,CHE,1965,13800
Switzerland,CHE,1966,11130
Switzerland,CHE,1967,18307
Switzerland,CHE,1968,18839
Switzerland,CHE,1969,13911
Switzerland,CHE,1970,18973
Switzerland,CHE,1971,23608
Switzerland,CHE,1972,24012
Switzerland,CHE,1973,20317
Switzerland,CHE,1974,27998
Switzerland,CHE,1975,18459
Switzerland,CHE,1976,23800
Switzerland,CHE,1977,21555
Switzerland,CHE,1978,27562
Switzerland,CHE,1979,30604
Switzerland,CHE,1980,34050
Switzerland,CHE,1981,34199
Switzerland,CHE,1982,36623
Switzerland,CHE,1983,31882
Switzerland,CHE,1984,42954
Switzerland,CHE,1985,39085
Switzerland,CHE,1986,40174
Switzerland,CHE,1987,49096
Switzerland,CHE,1988,49989
Switzerland,CHE,1989,54310
Switzerland,CHE,1990,43215
Switzerland,CHE,1991,50492
Switzerland,CHE,1992,44634
Switzerland,CHE,1993,49579
Switzerland,CHE,1994,34750
Switzerland,CHE,1995,49094
Switzerland,CHE,1996,48544
Switzerland,CHE,1997,55181
Switzerland,CHE,1998,51973
Switzerland,CHE,1999,42313
Switzerland,CHE,2000,42742
Switzerland,CHE,2001,39440
Switzerland,CHE,2002,48870
Switzerland,CHE,2003,45300
Switzerland,CHE,2004,59100
Switzerland,CHE,2005,58800
Switzerland,CHE,2006,57900
Switzerland,CHE,2007,61000
Switzerland,CHE,2008,62100
Switzerland,CHE,2009,67000
Switzerland,CHE,2010,67900
Switzerland,CHE,2011,74000
Switzerland,CHE,2012,68977
Switzerland,CHE,2013,72510
Switzerland,CHE,2014,93945
Switzerland,CHE,2015,87004
Switzerland,CHE,2016,71900
Switzerland,CHE,2017,77612
Switzerland,CHE,2018,77478
Switzerland,CHE,2019,67843
Switzerland,CHE,2020,88083
Taiwan,TWN,1961,8005
Taiwan,TWN,1962,9994
Taiwan,TWN,1963,13072
Taiwan,TWN,1964,27343
Taiwan,TWN,1965,22908
Taiwan,TWN,1966,8351
Taiwan,TWN,1967,4931
Taiwan,TWN,1968,3545
Taiwan,TWN,1969,2718
Taiwan,TWN,1970,2421
Taiwan,TWN,1971,1720
Taiwan,TWN,1972,2430
Taiwan,TWN,1973,1709
Taiwan,TWN,1974,1383
Taiwan,TWN,1975,4499
Taiwan,TWN,1976,4604
Taiwan,TWN,1977,3295
Taiwan,TWN,1978,3087
Taiwan,TWN,1979,2444
Taiwan,TWN,1980,2036
Taiwan,TWN,1981,1563
Taiwan,TWN,1982,1334
Taiwan,TWN,1983,921
Taiwan,TWN,1984,653
Taiwan,TWN,1985,491
Taiwan,TWN,1986,530
Taiwan,TWN,1987,327
Taiwan,TWN,1988,135
Taiwan,TWN,1989,25
Taiwan,TWN,1990,64
Taiwan,TWN,1991,51
Taiwan,TWN,1992,52
Taiwan,TWN,1993,107
Taiwan,TWN,1994,218
Taiwan,TWN,1995,14
Taiwan,TWN,1996,8
Taiwan,TWN,1997,5
Taiwan,TWN,1998,17
Taiwan,TWN,1999,16
Taiwan,TWN,2000,0
Taiwan,TWN,2001,21
Taiwan,TWN,2002,5
Taiwan,TWN,2003,6
Taiwan,TWN,2004,10
Taiwan,TWN,2005,9
